mes,ticker,setor,nome,status_liquidez
2023-10,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2023-10,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2023-10,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2023-10,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2023-10,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2023-10,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2023-10,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2023-10,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2023-10,CSMG3.SA,Saneamento,Copasa ON,Ativo
2023-11,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2023-11,BBDC4.SA,Bancos,Bradesco PN,Ativo
2023-11,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2023-11,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2023-11,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2023-11,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2023-11,BRSR6.SA,Bancos,Banrisul PN,Ativo
2023-11,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2023-11,TAEE11.SA,Energia,Taesa Unit,Ativo
2023-11,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2023-11,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2023-11,CPLE6.SA,Energia,Copel PNB,Ativo
2023-11,ELET3.SA,Energia,Eletrobras ON,Ativo
2023-11,ELET6.SA,Energia,Eletrobras PNB,Ativo
2023-11,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2023-11,CMIG4.SA,Energia,Cemig PN,Ativo
2023-11,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2023-11,ALUP11.SA,Energia,Alupar Unit,Ativo
2023-11,ENGI11.SA,Energia,Energisa Unit,Ativo
2023-11,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2023-11,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2023-11,AURE3.SA,Energia,Auren Energia ON,Ativo
2023-11,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2023-11,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2023-11,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2023-11,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2023-11,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2023-11,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2023-11,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2023-11,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2023-11,CSMG3.SA,Saneamento,Copasa ON,Ativo
2023-12,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2023-12,BBDC4.SA,Bancos,Bradesco PN,Ativo
2023-12,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2023-12,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2023-12,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2023-12,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2023-12,BRSR6.SA,Bancos,Banrisul PN,Ativo
2023-12,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2023-12,TAEE11.SA,Energia,Taesa Unit,Ativo
2023-12,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2023-12,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2023-12,CPLE6.SA,Energia,Copel PNB,Ativo
2023-12,ELET3.SA,Energia,Eletrobras ON,Ativo
2023-12,ELET6.SA,Energia,Eletrobras PNB,Ativo
2023-12,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2023-12,CMIG4.SA,Energia,Cemig PN,Ativo
2023-12,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2023-12,ALUP11.SA,Energia,Alupar Unit,Ativo
2023-12,ENGI11.SA,Energia,Energisa Unit,Ativo
2023-12,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2023-12,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2023-12,AURE3.SA,Energia,Auren Energia ON,Ativo
2023-12,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2023-12,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2023-12,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2023-12,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2023-12,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2023-12,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2023-12,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2023-12,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2023-12,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-01,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-01,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-01,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-01,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-01,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-01,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-01,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-01,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-01,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-01,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-01,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-01,CPLE6.SA,Energia,Copel PNB,Ativo
2024-01,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-01,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-01,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-01,CMIG4.SA,Energia,Cemig PN,Ativo
2024-01,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-01,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-01,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-01,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-01,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-01,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-01,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-01,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-01,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-01,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-01,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-01,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-01,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-01,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-01,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-02,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-02,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-02,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-02,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-02,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-02,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-02,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-02,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-02,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-02,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-02,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-02,CPLE6.SA,Energia,Copel PNB,Ativo
2024-02,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-02,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-02,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-02,CMIG4.SA,Energia,Cemig PN,Ativo
2024-02,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-02,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-02,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-02,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-02,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-02,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-02,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-02,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-02,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-02,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-02,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-02,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-02,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-02,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-02,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-03,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-03,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-03,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-03,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-03,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-03,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-03,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-03,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-03,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-03,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-03,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-03,CPLE6.SA,Energia,Copel PNB,Ativo
2024-03,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-03,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-03,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-03,CMIG4.SA,Energia,Cemig PN,Ativo
2024-03,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-03,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-03,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-03,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-03,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-03,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-03,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-03,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-03,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-03,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-03,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-03,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-03,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-03,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-03,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-04,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-04,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-04,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-04,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-04,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-04,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-04,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-04,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-04,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-04,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-04,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-04,CPLE6.SA,Energia,Copel PNB,Ativo
2024-04,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-04,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-04,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-04,CMIG4.SA,Energia,Cemig PN,Ativo
2024-04,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-04,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-04,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-04,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-04,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-04,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-04,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-04,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-04,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-04,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-04,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-04,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-04,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-04,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-04,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-05,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-05,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-05,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-05,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-05,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-05,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-05,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-05,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-05,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-05,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-05,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-05,CPLE6.SA,Energia,Copel PNB,Ativo
2024-05,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-05,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-05,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-05,CMIG4.SA,Energia,Cemig PN,Ativo
2024-05,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-05,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-05,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-05,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-05,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-05,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-05,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-05,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-05,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-05,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-05,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-05,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-05,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-05,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-05,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-06,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-06,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-06,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-06,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-06,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-06,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-06,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-06,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-06,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-06,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-06,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-06,CPLE6.SA,Energia,Copel PNB,Ativo
2024-06,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-06,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-06,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-06,CMIG4.SA,Energia,Cemig PN,Ativo
2024-06,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-06,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-06,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-06,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-06,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-06,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-06,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-06,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-06,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-06,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-06,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-06,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-06,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-06,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-06,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-07,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-07,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-07,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-07,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-07,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-07,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-07,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-07,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-07,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-07,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-07,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-07,CPLE6.SA,Energia,Copel PNB,Ativo
2024-07,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-07,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-07,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-07,CMIG4.SA,Energia,Cemig PN,Ativo
2024-07,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-07,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-07,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-07,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-07,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-07,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-07,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-07,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-07,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-07,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-07,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-07,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-07,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-07,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-07,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-08,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-08,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-08,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-08,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-08,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-08,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-08,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-08,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-08,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-08,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-08,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-08,CPLE6.SA,Energia,Copel PNB,Ativo
2024-08,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-08,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-08,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-08,CMIG4.SA,Energia,Cemig PN,Ativo
2024-08,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-08,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-08,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-08,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-08,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-08,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-08,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-08,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-08,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-08,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-08,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-08,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-08,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-08,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-08,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-09,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-09,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-09,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-09,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-09,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-09,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-09,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-09,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-09,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-09,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-09,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-09,CPLE6.SA,Energia,Copel PNB,Ativo
2024-09,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-09,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-09,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-09,CMIG4.SA,Energia,Cemig PN,Ativo
2024-09,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-09,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-09,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-09,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-09,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-09,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-09,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-09,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-09,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-09,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-09,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-09,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-09,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-09,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-09,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-10,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-10,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-10,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-10,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-10,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-10,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-10,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-10,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-10,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-10,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-10,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-10,CPLE6.SA,Energia,Copel PNB,Ativo
2024-10,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-10,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-10,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-10,CMIG4.SA,Energia,Cemig PN,Ativo
2024-10,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-10,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-10,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-10,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-10,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2024-10,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-10,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-10,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-10,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-10,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-10,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-10,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-10,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2024-10,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2024-10,CSMG3.SA,Saneamento,Copasa ON,Ativo
2024-11,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2024-11,BBDC4.SA,Bancos,Bradesco PN,Ativo
2024-11,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2024-11,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2024-11,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2024-11,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2024-11,BRSR6.SA,Bancos,Banrisul PN,Ativo
2024-11,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2024-11,TAEE11.SA,Energia,Taesa Unit,Ativo
2024-11,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2024-11,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2024-11,CPLE6.SA,Energia,Copel PNB,Ativo
2024-11,ELET3.SA,Energia,Eletrobras ON,Ativo
2024-11,ELET6.SA,Energia,Eletrobras PNB,Ativo
2024-11,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2024-11,CMIG4.SA,Energia,Cemig PN,Ativo
2024-11,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2024-11,ALUP11.SA,Energia,Alupar Unit,Ativo
2024-11,ENGI11.SA,Energia,Energisa Unit,Ativo
2024-11,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Deslistado/Incorporado
2024-11,AESB3.SA,Energia,AES Brasil ON (Incorporada),Deslistado/Incorporado
2024-11,AURE3.SA,Energia,Auren Energia ON,Ativo
2024-11,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2024-11,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2024-11,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2024-11,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2024-11,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Deslistado/Incorporado
2024-11,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2024-11,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
